Дата;Цена;Откр;Макс;Мин;Объём;Изм. %
24.02.2017;1129.09;1143.06;1146.13;1126.32;;-1,48%
27.02.2017;1117.29;1130.02;1139.04;1117.29;;-1,05%
28.02.2017;1099.46;1116.13;1116.82;1096.57;;-1,60%
01.03.2017;1109.39;1099.11;1115.19;1096.61;;0,90%
02.03.2017;1099.82;1114.85;1120.94;1098.55;;-0,86%
03.03.2017;1108.26;1095.91;1108.26;1086.97;;0,77%
06.03.2017;1110.46;1112.79;1121.82;1108.4;;0,20%
07.03.2017;1097.44;1108.24;1109;1089.72;;-1,17%
09.03.2017;1046.9;1088.84;1088.84;1045.02;;-4,61%
10.03.2017;1055.93;1050.65;1064.19;1044.96;;0,86%
13.03.2017;1069.14;1053.34;1069.14;1047.46;;1,25%
14.03.2017;1063.69;1072.39;1078.37;1056.1;;-0,51%
15.03.2017;1062.61;1066.58;1075.5;1060.78;;-0,10%
16.03.2017;1096.29;1079.9;1100.78;1079.9;;3,17%
17.03.2017;1111.89;1098.88;1116.19;1094.4;;1,42%
20.03.2017;1121.4;1122.49;1128.46;1107.37;;0,86%
21.03.2017;1121.63;1124.42;1139.73;1118.11;;0,02%
22.03.2017;1123.17;1115.25;1123.17;1103.85;;0,14%
23.03.2017;1124.35;1125.89;1133.84;1114.03;;0,11%
24.03.2017;1124.66;1123.17;1131.45;1117.45;;0,03%
27.03.2017;1114.66;1126.35;1126.35;1105.01;;-0,89%
28.03.2017;1125.58;1116.47;1125.58;1111.65;;0,98%
29.03.2017;1124.91;1122.64;1126.94;1116.22;;-0,06%
30.03.2017;1137.26;1126.93;1139.17;1125.55;;1,10%
31.03.2017;1113.76;1135.1;1137.68;1112.46;;-2,07%
03.04.2017;1122.98;1118.93;1127.43;1116.38;;0,83%
04.04.2017;1135.98;1127.85;1137.07;1116.21;;1,16%
05.04.2017;1152.49;1139.62;1157.45;1139.62;;1,45%
06.04.2017;1148.75;1146.6;1150.39;1140.41;;-0,32%
07.04.2017;1113.45;1143.32;1143.64;1110.8;;-3,07%
10.04.2017;1084.26;1110.32;1110.47;1079.76;;-2,62%
11.04.2017;1091.08;1084.89;1103.55;1083.11;;0,63%
12.04.2017;1078.72;1098.94;1102.49;1075.68;;-1,13%
13.04.2017;1089.39;1087.71;1090.83;1066.93;;0,99%
14.04.2017;1073.15;1088.17;1088.31;1071.72;;-1,49%
17.04.2017;1094.27;1071.61;1095.58;1065.15;;1,97%
18.04.2017;1077.21;1095.17;1098.48;1075.71;;-1,56%
19.04.2017;1068.55;1075.56;1085.07;1068.55;;-0,80%
20.04.2017;1083.35;1064.88;1083.65;1062.9;;1,39%
21.04.2017;1084.17;1083.28;1094.54;1078.85;;0,08%
24.04.2017;1116.58;1090.46;1116.58;1090.46;;2,99%
25.04.2017;1120.89;1118.77;1124.1;1111.26;;0,39%
26.04.2017;1119.11;1122.37;1125.07;1107.7;;-0,16%
27.04.2017;1106.92;1115.87;1119.24;1105.55;;-1,09%
28.04.2017;1114.43;1117.93;1123.57;1111.84;;0,68%
02.05.2017;1120.22;1118.95;1129.49;1117.02;;0,52%
03.05.2017;1096.35;1118.56;1120.37;1096.35;;-2,13%
04.05.2017;1081.22;1094.6;1101.51;1081.22;;-1,38%
05.05.2017;1085.68;1073.94;1085.68;1063.5;;0,41%
10.05.2017;1111.64;1094.33;1111.64;1086.38;;2,39%
11.05.2017;1105.83;1112.15;1116.85;1098.7;;-0,52%
12.05.2017;1099.75;1106.42;1106.91;1091.03;;-0,55%
15.05.2017;1119.98;1101.03;1119.98;1101.03;;1,84%
16.05.2017;1112.95;1118.16;1120.99;1110.96;;-0,63%
17.05.2017;1104.3;1107.63;1109.78;1097.56;;-0,78%
18.05.2017;1076.8;1097.4;1098.09;1068.34;;-2,49%
19.05.2017;1087.75;1077.59;1092.26;1077.59;;1,02%
22.05.2017;1083.58;1088.32;1093.48;1076.41;;-0,38%
23.05.2017;1096.83;1084.91;1098.93;1082.13;;1,22%
24.05.2017;1087.59;1094.35;1100.92;1080.57;;-0,84%
25.05.2017;1083.52;1092.18;1100.05;1083.52;;-0,37%
26.05.2017;1073.04;1075.1;1078.95;1069.18;;-0,97%
29.05.2017;1085.75;1078.3;1085.75;1074.04;;1,18%
30.05.2017;1074.81;1080.86;1080.86;1073.84;;-1,01%
31.05.2017;1053.3;1077.39;1079;1048.93;;-2,00%
01.06.2017;1045.63;1058.7;1060.08;1037.97;;-0,73%
02.06.2017;1046.02;1043.82;1046.02;1027.78;;0,04%
05.06.2017;1044.34;1047.1;1055.15;1040.51;;-0,16%
06.06.2017;1041.23;1044.7;1047.08;1037.78;;-0,30%
07.06.2017;1034.31;1042.37;1050.33;1033.27;;-0,66%
08.06.2017;1038.5;1031.56;1038.5;1022.85;;0,41%
09.06.2017;1041.49;1037.02;1044.68;1031.63;;0,29%
13.06.2017;1030.99;1033.66;1035.82;1028.03;;-1,01%
14.06.2017;1013.78;1029.08;1030.05;1013.04;;-1,67%
15.06.2017;991.96;1005.68;1005.68;972.08;;-2,15%
16.06.2017;994.38;990.04;1003.16;987.81;;0,24%
19.06.2017;998.34;992.75;1001.25;992.01;;0,40%
20.06.2017;981.03;997.23;1006.98;978.31;;-1,73%
21.06.2017;973.33;981.86;981.86;966.92;;-0,78%
22.06.2017;978.45;962.53;981.56;958.83;;0,53%
23.06.2017;988.93;977.25;991.69;975.23;;1,07%
26.06.2017;992.84;991.99;1001.93;987.87;;0,40%
27.06.2017;1003.79;995.27;1006.42;990.7;;1,10%
28.06.2017;1002.83;993.97;1004.37;987.47;;-0,10%
29.06.2017;1000.45;1008.98;1014.55;998.44;;-0,24%
30.06.2017;1000.96;996.35;1006.39;995.1;;0,05%
03.07.2017;1009.42;1008.41;1014.79;999.76;;0,85%
04.07.2017;1017.59;1011.03;1019.97;1008.9;;0,81%
05.07.2017;1007.88;1016.69;1020.16;1002.94;;-0,95%
06.07.2017;1011.79;1008.39;1012.11;1003.41;;0,39%
07.07.2017;995.24;998.51;998.51;990.51;;-1,64%
10.07.2017;1006.14;998.27;1007.71;994.55;;1,10%
11.07.2017;1001.51;1008.1;1010.52;993.57;;-0,46%
12.07.2017;1025.68;1005.55;1025.97;1005.55;;2,41%
13.07.2017;1029.89;1024.76;1031.69;1021.95;;0,41%
14.07.2017;1044.27;1031.82;1045.42;1028.09;;1,40%
17.07.2017;1039.34;1046.76;1052.59;1035.96;;-0,47%
18.07.2017;1038.45;1038.43;1047.09;1035.48;;-0,09%
19.07.2017;1043.13;1027.17;1043.13;1023.67;;0,45%
20.07.2017;1038.54;1042.35;1044.55;1036.43;;-0,44%
21.07.2017;1024.89;1040.35;1040.35;1021.99;;-1,31%
24.07.2017;1013.69;1019.35;1021.99;1006.82;;-1,09%
25.07.2017;1010.06;1014.17;1018.55;1004.79;;-0,36%
26.07.2017;1020.6;1014.25;1020.6;1010.56;;1,04%
27.07.2017;1030.95;1026.16;1031.16;1024.18;;1,01%
28.07.2017;1014.44;1027.6;1027.6;1007.42;;-1,60%
31.07.2017;1007.14;1014.15;1015.6;997.61;;-0,72%
01.08.2017;1014.24;1014.43;1022.92;1012.51;;0,70%
02.08.2017;1021.42;1013.19;1023.16;1010.5;;0,71%
03.08.2017;1029.41;1022.09;1030.25;1018.02;;0,78%
04.08.2017;1026.73;1024.4;1028.16;1017.9;;-0,26%
07.08.2017;1032.68;1026.07;1036.51;1026.07;;0,58%
08.08.2017;1048.69;1033.81;1048.69;1033.29;;1,55%
09.08.2017;1034.98;1045.39;1045.39;1033.79;;-1,31%
10.08.2017;1029.26;1038.17;1042.62;1029.26;;-0,55%
11.08.2017;1022.41;1023.69;1025.59;1012.09;;-0,67%
14.08.2017;1031.13;1024.77;1033.5;1024.77;;0,85%
15.08.2017;1027.45;1026.38;1027.99;1017.64;;-0,36%
16.08.2017;1029.76;1030.01;1036.65;1028.73;;0,22%
17.08.2017;1034.05;1029.94;1036.47;1027.26;;0,42%
18.08.2017;1027.85;1030.42;1030.42;1018.5;;-0,60%
21.08.2017;1034.29;1031.69;1038.14;1028.76;;0,63%
22.08.2017;1039.44;1033.3;1040.64;1033.3;;0,50%
23.08.2017;1044.96;1038.46;1044.96;1036.18;;0,53%
24.08.2017;1049.96;1044.77;1050.54;1043.66;;0,48%
25.08.2017;1060.49;1050.8;1061.12;1050.79;;1,00%
28.08.2017;1068.75;1064.07;1070.77;1059.94;;0,78%
29.08.2017;1067.58;1070.63;1070.63;1055.29;;-0,11%
30.08.2017;1084.41;1067.21;1084.41;1067.21;;1,58%
31.08.2017;1095.84;1079.02;1098.46;1076.38;;1,05%
01.09.2017;1100.58;1098.08;1103.54;1094.62;;0,43%
04.09.2017;1091.83;1098.2;1099.49;1087.77;;-0,80%
05.09.2017;1100.83;1092.23;1103.11;1086.77;;0,82%
06.09.2017;1106.7;1096.29;1107.5;1092.92;;0,53%
07.09.2017;1110.73;1107.94;1121.55;1107.94;;0,36%
08.09.2017;1119.61;1113.13;1124.39;1113.13;;0,80%
11.09.2017;1126.74;1119.76;1129.43;1119.35;;0,64%
12.09.2017;1124.23;1126.48;1130.35;1120.87;;-0,22%
13.09.2017;1118.38;1124.25;1131.04;1118.09;;-0,52%
14.09.2017;1125.69;1116.82;1127.45;1112.43;;0,65%
15.09.2017;1123.43;1123.93;1126.29;1115.77;;-0,20%
18.09.2017;1119.14;1123.49;1127.98;1116.28;;-0,38%
19.09.2017;1108.71;1115.13;1117.56;1107.79;;-0,93%
20.09.2017;1122.43;1110.33;1122.43;1108.31;;1,24%
21.09.2017;1120.13;1114.84;1122.01;1110.21;;-0,20%
22.09.2017;1123.24;1120.25;1125.04;1117.59;;0,28%
25.09.2017;1130.54;1123.83;1135.33;1119.2;;0,65%
26.09.2017;1127.26;1133.57;1144.12;1127.26;;-0,29%
27.09.2017;1126.94;1128.99;1131.36;1120.62;;-0,03%
28.09.2017;1125.56;1126.28;1131.34;1117.05;;-0,12%
29.09.2017;1136.75;1126.72;1137.54;1122.45;;0,99%
02.10.2017;1128.69;1138.21;1139.31;1127.8;;-0,71%
03.10.2017;1129.9;1129.82;1133.82;1125.48;;0,11%
04.10.2017;1137.14;1129.46;1137.55;1127.38;;0,64%
05.10.2017;1144.05;1134.15;1144.73;1133.12;;0,61%
06.10.2017;1134.3;1140.9;1146.37;1132.13;;-0,85%
09.10.2017;1132.45;1133.75;1135.34;1126.27;;-0,16%
10.10.2017;1134.86;1131.84;1139.38;1130.38;;0,21%
11.10.2017;1143.32;1134.16;1144.38;1133.7;;0,75%
12.10.2017;1143.96;1144.65;1147.61;1139.7;;0,06%
13.10.2017;1156.64;1144;1156.64;1143.84;;1,11%
16.10.2017;1158.24;1158.31;1161.82;1154.31;;0,14%
17.10.2017;1146.62;1157.25;1157.69;1144.18;;-1,00%
18.10.2017;1147.79;1149.85;1154.11;1145.95;;0,10%
19.10.2017;1138.64;1148.78;1151.39;1135.24;;-0,80%
20.10.2017;1134.45;1142.02;1143.48;1131.72;;-0,37%
23.10.2017;1131.08;1136.13;1138.7;1129.71;;-0,30%
24.10.2017;1127.03;1129.89;1132.18;1125.93;;-0,36%
25.10.2017;1118.13;1127.59;1133.09;1118.13;;-0,79%
26.10.2017;1118.19;1117.97;1120.48;1111.34;;0,01%
27.10.2017;1118.62;1116.4;1119.91;1105.5;;0,04%
30.10.2017;1124.05;1122.69;1132.86;1120.14;;0,49%
31.10.2017;1113.41;1122.74;1126.18;1113.41;;-0,95%
01.11.2017;1126.43;1118.34;1132.56;1117.12;;1,17%
02.11.2017;1118.66;1124.58;1126.61;1116;;-0,69%
03.11.2017;1109.38;1122.89;1130.42;1107.65;;-0,83%
07.11.2017;1146.98;1115.89;1152.75;1115.89;;3,39%
08.11.2017;1150.36;1143.77;1156.11;1137.58;;0,29%
09.11.2017;1161.38;1149.4;1161.38;1147.22;;0,96%
10.11.2017;1156.74;1160.76;1164.76;1154.82;;-0,40%
13.11.2017;1148.79;1154.41;1167.73;1148.72;;-0,69%
14.11.2017;1136.86;1149.5;1152.26;1136.86;;-1,04%
15.11.2017;1116.53;1129.65;1130.97;1116.47;;-1,79%
16.11.2017;1126.52;1117.27;1128.93;1109.72;;0,89%
17.11.2017;1132.45;1127.37;1135.7;1124.14;;0,53%
20.11.2017;1128.72;1137.36;1138.77;1124.89;;-0,33%
21.11.2017;1147.61;1131.96;1147.61;1131.73;;1,67%
22.11.2017;1159.11;1148.73;1159.21;1148.73;;1,00%
23.11.2017;1158.62;1163.1;1163.97;1155.34;;-0,04%
24.11.2017;1166.09;1158.09;1166.85;1153.37;;0,64%
27.11.2017;1160.56;1165.15;1170.46;1157.89;;-0,47%
28.11.2017;1159.41;1155.11;1160.65;1148.07;;-0,10%
29.11.2017;1144.68;1159.59;1161.84;1141.64;;-1,27%
30.11.2017;1131.56;1140.42;1143.83;1126.53;;-1,15%
01.12.2017;1133.33;1133.41;1135.25;1124.48;;0,16%
04.12.2017;1133.87;1125.86;1136.45;1113.04;;0,05%
05.12.2017;1134.25;1134.55;1135.1;1128.54;;0,03%
06.12.2017;1131.38;1132.08;1133.01;1123.4;;-0,25%
07.12.2017;1119.51;1128.2;1128.2;1117.27;;-1,05%
08.12.2017;1119.54;1121.13;1126.64;1114.91;;0,00%
11.12.2017;1144.35;1120.62;1144.35;1120.62;;2,22%
12.12.2017;1149.88;1149.04;1155.03;1145.27;;0,48%
13.12.2017;1141.5;1143.5;1149.46;1137.91;;-0,73%
14.12.2017;1153.32;1146.04;1153.32;1143.65;;1,04%
15.12.2017;1148.27;1153.39;1153.39;1142.28;;-0,44%
18.12.2017;1147.91;1149.13;1157.43;1139.84;;-0,03%
19.12.2017;1134.58;1145.92;1149.6;1134.58;;-1,16%
20.12.2017;1129.33;1134.67;1137;1128.48;;-0,46%
21.12.2017;1126.97;1127.59;1131.13;1121.56;;-0,21%
22.12.2017;1135.7;1129.2;1139.1;1128.9;;0,77%
25.12.2017;1143.94;1138.43;1145.62;1138.3;;0,73%
26.12.2017;1144.97;1144.24;1147.27;1137.88;;0,09%
27.12.2017;1148.92;1147.57;1152.09;1145.46;;0,34%
28.12.2017;1150.58;1148.94;1151.29;1143.33;;0,14%
29.12.2017;1154.43;1151.75;1154.43;1142.11;;0,33%
03.01.2018;1183.06;1154.44;1183.06;1154.44;;2,48%
04.01.2018;1214.17;1185.05;1214.17;1185.05;;2,63%
05.01.2018;1219.89;1216.67;1219.89;1208.42;;0,47%
09.01.2018;1229.15;1222.38;1238.26;1222.38;;0,76%
10.01.2018;1234.64;1231.13;1236.53;1225.14;;0,45%
11.01.2018;1248.75;1233.17;1248.75;1227.05;;1,14%
12.01.2018;1261.07;1253.7;1261.07;1242.63;;0,99%
15.01.2018;1264.3;1261.35;1273.07;1259.66;;0,26%
16.01.2018;1261.09;1264.95;1266.44;1245.35;;-0,25%
17.01.2018;1264.7;1254.23;1264.7;1241.19;;0,29%
18.01.2018;1279.28;1265.26;1282.09;1264.37;;1,15%
19.01.2018;1270.92;1280.91;1283.96;1265.53;;-0,65%
22.01.2018;1285.33;1269.72;1285.33;1269.72;;1,13%
23.01.2018;1283.75;1289.03;1294.2;1270.18;;-0,12%
24.01.2018;1292.32;1284.39;1292.32;1273.95;;0,67%
25.01.2018;1311.21;1296.23;1313.44;1296.23;;1,46%
26.01.2018;1286.7;1305.25;1307.03;1281.37;;-1,87%
29.01.2018;1275.57;1285.32;1290.58;1272.79;;-0,87%
30.01.2018;1274.94;1273.31;1292.04;1266.48;;-0,05%
31.01.2018;1282.36;1273.24;1284.58;1269.26;;0,58%
01.02.2018;1293.1;1284.7;1297.51;1279.6;;0,84%
02.02.2018;1272.76;1297.49;1298.25;1269.58;;-1,57%
05.02.2018;1263.77;1266.03;1269.43;1254.93;;-0,71%
06.02.2018;1232.69;1229.83;1247.51;1220.94;;-2,46%
07.02.2018;1242.53;1245.1;1257.71;1239.07;;0,80%
08.02.2018;1210.69;1229.76;1231.93;1210.69;;-2,56%
09.02.2018;1185.79;1191.56;1199.25;1177.54;;-2,06%
12.02.2018;1206.22;1191.86;1212.51;1191.86;;1,72%
13.02.2018;1226.92;1212.44;1226.92;1210.6;;1,72%
14.02.2018;1244.85;1231.54;1244.85;1218.3;;1,46%
15.02.2018;1262.27;1259.77;1271.46;1259.38;;1,40%
16.02.2018;1263.27;1265.9;1276.31;1255.05;;0,08%
19.02.2018;1259.01;1259.93;1267.32;1255.87;;-0,34%
20.02.2018;1264.68;1258.51;1266.1;1254.84;;0,45%
21.02.2018;1291.19;1263.31;1291.19;1260.51;;2,10%
22.02.2018;1301.01;1285.67;1301.01;1279.77;;0,76%
26.02.2018;1324.62;1312.03;1339.41;1311.29;;1,81%
27.02.2018;1310.84;1332.58;1332.78;1310.84;;-1,04%
28.02.2018;1285.47;1308.81;1308.81;1285.47;;-1,94%
01.03.2018;1274.18;1278.68;1283.3;1266.51;;-0,88%
02.03.2018;1261.63;1272.45;1279.64;1248.07;;-0,98%
05.03.2018;1279.51;1270.91;1279.58;1267.26;;1,42%
06.03.2018;1281.43;1291.3;1297.3;1281.43;;0,15%
07.03.2018;1270.17;1278.3;1278.3;1255.27;;-0,88%
09.03.2018;1285.53;1270.45;1285.53;1262.96;;1,21%
12.03.2018;1283.18;1288.38;1293.8;1278.96;;-0,18%
13.03.2018;1285.8;1282.12;1289.27;1273.38;;0,20%
14.03.2018;1251.19;1279.6;1280;1251.19;;-2,69%
15.03.2018;1247.28;1254.33;1261.95;1243.12;;-0,31%
16.03.2018;1254.29;1246.5;1254.29;1235.2;;0,56%
19.03.2018;1241.28;1259.71;1261.13;1241.28;;-1,04%
20.03.2018;1256;1242.79;1256.77;1234.23;;1,19%
21.03.2018;1270.08;1255.84;1271.73;1254.94;;1,12%
22.03.2018;1258.89;1280.14;1283.1;1255.5;;-0,88%
23.03.2018;1261.44;1250.51;1262.08;1245.24;;0,20%
26.03.2018;1230.96;1256.89;1262.86;1229.42;;-2,42%
27.03.2018;1243.99;1238.82;1251.08;1235.74;;1,06%
28.03.2018;1226.8;1237.98;1237.98;1222.47;;-1,38%
29.03.2018;1246.98;1228.91;1248.11;1228.91;;1,64%
30.03.2018;1249.41;1253.78;1256.68;1245.77;;0,19%
02.04.2018;1234.06;1252.44;1259.59;1234.06;;-1,23%
03.04.2018;1237.06;1238.14;1240.89;1228.78;;0,24%
04.04.2018;1240.39;1239.15;1241.58;1224.57;;0,27%
05.04.2018;1253.47;1244.96;1255.2;1243.29;;1,05%
06.04.2018;1236.48;1248.24;1250.6;1233.93;;-1,36%
09.04.2018;1094.98;1230.82;1230.82;1081.28;;-11,44%
10.04.2018;1090.79;1085.93;1111.43;1042.82;;-0,38%
11.04.2018;1083.53;1085.64;1097.25;1047.62;;-0,67%
12.04.2018;1125.09;1110.9;1135.62;1106.06;;3,84%
13.04.2018;1104.51;1122.86;1137.01;1098.5;;-1,83%
16.04.2018;1085.16;1095.34;1104.02;1081.73;;-1,75%
17.04.2018;1121.48;1119.77;1129.82;1105.46;;3,35%
18.04.2018;1154.55;1123.17;1154.55;1117.99;;2,95%
19.04.2018;1153.59;1164.12;1176.66;1147.98;;-0,08%
20.04.2018;1145.8;1154.58;1154.58;1139.6;;-0,68%
23.04.2018;1144.66;1145.36;1147.52;1122.01;;-0,10%
24.04.2018;1153.83;1151.97;1161.14;1148.76;;0,80%
25.04.2018;1137.62;1147.8;1149.29;1132.62;;-1,40%
26.04.2018;1146.85;1138.1;1149.97;1131;;0,81%
27.04.2018;1167.12;1149.15;1167.23;1146.25;;1,77%
28.04.2018;1164.09;1166.3;1166.3;1160.07;;-0,26%
30.04.2018;1153.96;1161.71;1169.51;1150.81;;-0,87%
02.05.2018;1136.56;1153.31;1154.21;1133.4;;-1,51%
03.05.2018;1128.22;1133.5;1150.36;1128.22;;-0,73%
04.05.2018;1146.61;1138.98;1150.44;1135.83;;1,63%
07.05.2018;1153.85;1155.49;1161.25;1147.62;;0,63%
08.05.2018;1142.13;1147.81;1147.81;1131.77;;-1,02%
10.05.2018;1179.63;1153.96;1182.14;1153.96;;3,28%
11.05.2018;1193.98;1183.11;1200.21;1181.58;;1,22%
14.05.2018;1202.56;1193.53;1203.99;1185.94;;0,72%
15.05.2018;1178.76;1198.64;1198.64;1171.48;;-1,98%
16.05.2018;1189.77;1180.95;1190.87;1175.96;;0,93%
17.05.2018;1181.61;1195.42;1196.45;1181.61;;-0,69%
18.05.2018;1173.14;1177.37;1185.82;1170.91;;-0,72%
21.05.2018;1191.86;1178;1193.83;1174.86;;1,60%
22.05.2018;1202.04;1193.52;1202.04;1189.67;;0,85%
23.05.2018;1174.71;1192.38;1193.33;1173.74;;-2,27%
24.05.2018;1173.63;1180.36;1184.78;1171.72;;-0,09%
25.05.2018;1169.93;1174.95;1184.26;1164.63;;-0,32%
28.05.2018;1167.21;1166.58;1170.27;1163.98;;-0,23%
29.05.2018;1154.9;1170.15;1171.05;1146.31;;-1,05%
30.05.2018;1162.96;1152.67;1168.27;1151.11;;0,70%
31.05.2018;1162.98;1168.86;1175.94;1158.15;;0,00%
01.06.2018;1164.37;1159.63;1173.53;1159.26;;0,12%
04.06.2018;1179.78;1164.68;1183.01;1164.68;;1,32%
05.06.2018;1172.77;1179.01;1185.2;1168.42;;-0,59%
06.06.2018;1177.73;1175.69;1179.26;1168.81;;0,42%
07.06.2018;1171.22;1182.02;1186.63;1171.22;;-0,55%
08.06.2018;1142.9;1167.36;1167.45;1141.65;;-2,42%
09.06.2018;1149.19;1146.97;1153.1;1146.97;;0,55%
11.06.2018;1142.02;1150.77;1157.75;1140.5;;-0,62%
13.06.2018;1147.57;1141.27;1149.83;1134.85;;0,49%
14.06.2018;1140.97;1143.54;1148.86;1138.01;;-0,58%
15.06.2018;1117.04;1134.17;1137.68;1115.03;;-2,10%
18.06.2018;1100.63;1114.01;1115.09;1098.97;;-1,47%
19.06.2018;1096.92;1100.54;1101.36;1077.52;;-0,34%
20.06.2018;1119.21;1098.1;1121.99;1098.1;;2,03%
21.06.2018;1110.79;1115.63;1121.07;1108.36;;-0,75%
22.06.2018;1125.41;1113.08;1131.73;1113.08;;1,32%
25.06.2018;1120.23;1119.36;1129.56;1118.66;;-0,46%
26.06.2018;1113.6;1123.13;1130.49;1111.04;;-0,59%
27.06.2018;1124.84;1119.42;1133.61;1106.25;;1,01%
28.06.2018;1125.13;1123.54;1129.77;1117.58;;0,03%
29.06.2018;1154.16;1134.74;1154.16;1134.47;;2,58%
02.07.2018;1151.66;1151.98;1162.59;1141.21;;-0,22%
03.07.2018;1147.47;1151.91;1155.87;1143.31;;-0,36%
04.07.2018;1147.53;1148.61;1151.91;1144.28;;0,01%
05.07.2018;1171.64;1145.68;1171.64;1143.34;;2,10%
06.07.2018;1173.47;1169.25;1176.62;1156.67;;0,16%
09.07.2018;1193.17;1176.52;1194.75;1176.52;;1,68%
10.07.2018;1202.42;1193.79;1202.42;1190.33;;0,78%
11.07.2018;1186.36;1202.08;1202.08;1180.41;;-1,34%
12.07.2018;1177.5;1178.24;1183.45;1169.76;;-0,75%
13.07.2018;1189.35;1177.16;1189.35;1175.54;;1,01%
16.07.2018;1180.64;1179.92;1191.76;1172.81;;-0,73%
17.07.2018;1165.14;1175.35;1175.35;1155.29;;-1,31%
18.07.2018;1144.72;1154.65;1157.23;1138.99;;-1,75%
19.07.2018;1124.43;1149.26;1149.26;1120.3;;-1,77%
20.07.2018;1114.59;1123.21;1129.95;1112.63;;-0,88%
23.07.2018;1129.92;1116.33;1134.39;1116.33;;1,38%
24.07.2018;1143.81;1131.03;1146.27;1130.8;;1,23%
25.07.2018;1141.7;1128.58;1143.36;1124.58;;-0,18%
26.07.2018;1148.79;1147.25;1153.12;1141.5;;0,62%
27.07.2018;1151.74;1147.86;1151.74;1137.91;;0,26%
30.07.2018;1162.42;1147.92;1162.42;1141.03;;0,93%
31.07.2018;1173.06;1159.23;1173.06;1156.4;;0,92%
01.08.2018;1160.09;1168.12;1170.02;1157.7;;-1,11%
02.08.2018;1140.96;1155.29;1158.36;1134.84;;-1,65%
03.08.2018;1145.08;1140.32;1145.08;1129.51;;0,36%
06.08.2018;1138.57;1142.74;1146.54;1131.83;;-0,57%
07.08.2018;1147.16;1138.45;1152.1;1137.32;;0,75%
08.08.2018;1113.78;1145.28;1146.53;1110.52;;-2,91%
09.08.2018;1097.33;1096.72;1098.8;1073.15;;-1,48%
10.08.2018;1056.93;1084.36;1092.23;1056.93;;-3,68%
13.08.2018;1059.76;1053.67;1069.55;1039.29;;0,27%
14.08.2018;1081.5;1067.88;1086.01;1065.19;;2,05%
15.08.2018;1055.24;1083.39;1083.85;1047.95;;-2,43%
16.08.2018;1066.51;1062.11;1070.29;1058.39;;1,07%
17.08.2018;1052.74;1066.1;1069.19;1048.67;;-1,29%
20.08.2018;1065.34;1064.75;1069.15;1061.56;;1,20%
21.08.2018;1072.12;1067.64;1074.1;1056.52;;0,64%
22.08.2018;1065.34;1075.29;1076.13;1055.93;;-0,63%
23.08.2018;1043.99;1062.29;1066.61;1042.11;;-2,00%
24.08.2018;1064.46;1043.56;1066.25;1040.73;;1,96%
27.08.2018;1084.13;1071.46;1084.92;1068.58;;1,85%
28.08.2018;1078.28;1079.5;1085.93;1075.3;;-0,54%
29.08.2018;1085.01;1075.32;1085.01;1070.79;;0,62%
30.08.2018;1075.55;1090.56;1094.07;1072.95;;-0,87%
31.08.2018;1092.29;1074.87;1096.09;1069.86;;1,56%
03.09.2018;1085.19;1093.34;1094.03;1082.4;;-0,65%
04.09.2018;1082.21;1086.16;1088.55;1074.73;;-0,27%
05.09.2018;1068.88;1078.99;1079.82;1068.88;;-1,23%
06.09.2018;1054.36;1070.76;1079.45;1053.39;;-1,36%
07.09.2018;1050.51;1056.02;1063.19;1048.86;;-0,37%
10.09.2018;1043.46;1046.73;1052.54;1040.3;;-0,67%
11.09.2018;1055.9;1042.98;1056.64;1040.89;;1,19%
12.09.2018;1071.32;1061.7;1074.79;1056.55;;1,46%
13.09.2018;1084.54;1067.83;1098.44;1067.83;;1,23%
14.09.2018;1094.73;1088.94;1097.36;1080.8;;0,94%
17.09.2018;1099.5;1093.15;1099.74;1086.34;;0,44%
18.09.2018;1123.03;1098.81;1123.03;1098.81;;2,14%
19.09.2018;1134.1;1124.8;1136.78;1122.49;;0,99%
20.09.2018;1140.65;1134.06;1156.22;1133.03;;0,58%
21.09.2018;1149.53;1141.45;1149.53;1136.17;;0,78%
24.09.2018;1162.98;1150.93;1163.85;1150.75;;1,17%
25.09.2018;1169.04;1163.88;1170.45;1156.59;;0,52%
26.09.2018;1160.78;1169.32;1174.15;1156.13;;-0,71%
27.09.2018;1187.88;1160.29;1187.88;1158.76;;2,33%
28.09.2018;1192.04;1184.86;1192.04;1175.11;;0,35%
01.10.2018;1191.28;1192.55;1199.18;1180.96;;-0,06%
02.10.2018;1181.61;1200.1;1202.16;1175.73;;-0,81%
03.10.2018;1196.03;1178.97;1200.14;1178.97;;1,22%
04.10.2018;1160.76;1192.06;1192.21;1159.32;;-2,95%
05.10.2018;1159.33;1155.59;1168.29;1151.78;;-0,12%
08.10.2018;1158.25;1159.2;1165.35;1147.46;;-0,09%
09.10.2018;1159.47;1163.93;1175.98;1156.38;;0,11%
10.10.2018;1143.35;1162.79;1169.85;1139.25;;-1,39%
11.10.2018;1124.08;1123.66;1132.36;1112.49;;-1,69%
12.10.2018;1141.35;1127.46;1149.43;1127.46;;1,54%
15.10.2018;1146.72;1146.14;1155.89;1139.66;;0,47%
16.10.2018;1165.87;1145.53;1166.65;1144.3;;1,67%
17.10.2018;1162.79;1168.53;1173.84;1153.94;;-0,26%
18.10.2018;1140.17;1158.69;1158.69;1137.65;;-1,95%
19.10.2018;1126.97;1139.87;1141.9;1124.78;;-1,16%
