Дата;Цена;Откр;Макс;Мин;Объём;Изм. %
22.10.2018;1116.56;1129.07;1140.54;1116.3;;-0,92%
23.10.2018;1106.82;1111.93;1118.89;1103.17;;-0,87%
24.10.2018;1125.08;1111.42;1134.12;1108.37;;1,65%
25.10.2018;1120.69;1114.26;1122.11;1105.33;;-0,39%
26.10.2018;1098.31;1118.4;1118.4;1087.74;;-2,00%
29.10.2018;1112.61;1097.96;1115.7;1092.71;;1,30%
30.10.2018;1105.33;1105.82;1111.05;1094.54;;-0,65%
31.10.2018;1126.21;1108.26;1126.21;1108.26;;1,89%
01.11.2018;1131.38;1125.14;1135.72;1119.49;;0,46%
02.11.2018;1134.8;1133.24;1142.77;1130.51;;0,30%
06.11.2018;1151.14;1133.18;1154.98;1133.18;;1,44%
07.11.2018;1164.27;1148.73;1164.84;1140.01;;1,14%
08.11.2018;1155.27;1161.99;1168.55;1152.64;;-0,77%
09.11.2018;1121.38;1145.07;1145.07;1113.52;;-2,93%
12.11.2018;1114.75;1113.74;1130.97;1113.74;;-0,59%
13.11.2018;1100.05;1108.92;1117.66;1100.05;;-1,32%
14.11.2018;1117.26;1095.6;1117.26;1088.13;;1,56%
15.11.2018;1131.13;1119.54;1134.79;1119.54;;1,24%
16.11.2018;1134.93;1140.12;1145.8;1130.46;;0,34%
19.11.2018;1135.71;1134.05;1143.11;1131.08;;0,07%
20.11.2018;1116.85;1139.97;1139.97;1107.43;;-1,66%
21.11.2018;1127.42;1113.72;1131.05;1112.38;;0,95%
22.11.2018;1138.38;1131.27;1140.72;1127.02;;0,97%
23.11.2018;1113.52;1136.94;1136.94;1110.36;;-2,18%
26.11.2018;1084.17;1115.68;1116.9;1072.69;;-2,64%
27.11.2018;1098.59;1085.12;1101.96;1085.12;;1,33%
28.11.2018;1113.46;1099.75;1116.23;1096.28;;1,35%
29.11.2018;1141.3;1123.14;1146.22;1123.14;;2,50%
30.11.2018;1126.14;1139.27;1139.71;1119.5;;-1,33%
03.12.2018;1154.18;1131.7;1162.72;1131.7;;2,49%
04.12.2018;1155.88;1156.01;1160.5;1150.16;;0,15%
05.12.2018;1153;1142.93;1153;1135.75;;-0,25%
06.12.2018;1134.07;1154.13;1154.13;1121.57;;-1,64%
07.12.2018;1157.94;1137.65;1163.61;1134.73;;2,10%
10.12.2018;1136.5;1151.15;1156.63;1135.39;;-1,85%
11.12.2018;1134.71;1133.23;1143.15;1127.72;;-0,16%
12.12.2018;1125.78;1135.59;1136.97;1122.18;;-0,79%
13.12.2018;1129.35;1123.6;1131.41;1120.95;;0,32%
14.12.2018;1116.5;1130.53;1130.53;1111.79;;-1,14%
17.12.2018;1113.44;1115.54;1126.93;1111.01;;-0,27%
18.12.2018;1106.05;1110.35;1110.35;1095.48;;-0,66%
19.12.2018;1099.63;1099.17;1103.49;1089.1;;-0,58%
20.12.2018;1083.47;1096.71;1097.63;1081.28;;-1,47%
21.12.2018;1077.17;1084.41;1089.88;1070.98;;-0,58%
24.12.2018;1070.09;1073.14;1080.16;1066.36;;-0,66%
25.12.2018;1048.71;1064.93;1064.93;1033.31;;-2,00%
26.12.2018;1053.17;1051.55;1056.26;1045.3;;0,43%
27.12.2018;1056.61;1062.31;1073.76;1052.68;;0,33%
28.12.2018;1066.13;1055.08;1076.81;1055.08;;0,90%
29.12.2018;1068.72;1069.41;1074.19;1065.6;;0,24%
03.01.2019;1086.8;1069.39;1093.22;1063.63;;1,69%
04.01.2019;1118.03;1090.96;1118.03;1090.96;;2,87%
08.01.2019;1122.9;1116.61;1127.7;1114.38;;0,44%
09.01.2019;1135.51;1127.09;1137.15;1124.42;;1,12%
10.01.2019;1142.32;1139.22;1142.32;1129.15;;0,60%
11.01.2019;1148.75;1146.76;1153.31;1140.39;;0,56%
14.01.2019;1147.16;1148.29;1148.29;1132.28;;-0,14%
15.01.2019;1148.03;1146.97;1155.03;1139.16;;0,08%
16.01.2019;1152.99;1148.09;1155.09;1146.2;;0,43%
17.01.2019;1157.06;1156.42;1157.89;1148.25;;0,35%
18.01.2019;1176.42;1164.95;1176.42;1163.38;;1,67%
21.01.2019;1171.09;1175.84;1178.44;1171.09;;-0,45%
22.01.2019;1169.79;1170.32;1170.32;1161.91;;-0,11%
23.01.2019;1186.51;1168.49;1186.61;1167.86;;1,43%
24.01.2019;1188.15;1187.07;1191.5;1179.74;;0,14%
25.01.2019;1192.02;1190.7;1193.29;1181.79;;0,33%
28.01.2019;1178.91;1192.98;1196.78;1175.12;;-1,10%
29.01.2019;1191.38;1176.95;1192.79;1169.06;;1,06%
30.01.2019;1198.99;1190.83;1200.09;1187.66;;0,64%
31.01.2019;1214.45;1210.89;1224.55;1210.89;;1,29%
01.02.2019;1211.23;1213.7;1218.41;1205.11;;-0,27%
04.02.2019;1211.15;1213.36;1219.09;1209.2;;-0,01%
05.02.2019;1223.48;1212.45;1226.56;1212.33;;1,02%
06.02.2019;1215.83;1222.94;1225.08;1214.56;;-0,63%
07.02.2019;1200.14;1213.51;1213.51;1197.06;;-1,29%
08.02.2019;1199.65;1199;1201.41;1189.57;;-0,04%
11.02.2019;1201.33;1198.87;1209.81;1198.81;;0,14%
12.02.2019;1215.47;1201.34;1218.83;1201.34;;1,18%
13.02.2019;1190.79;1212;1215.48;1190.6;;-2,03%
14.02.2019;1156.31;1169.05;1174.19;1151.95;;-2,90%
15.02.2019;1177.5;1165.08;1178;1165.08;;1,83%
18.02.2019;1177.04;1182.85;1186.66;1167.54;;-0,04%
19.02.2019;1173.64;1174.6;1180.01;1164.89;;-0,29%
20.02.2019;1194.4;1179.37;1194.85;1179.37;;1,77%
21.02.2019;1188.6;1194.38;1199.71;1184.5;;-0,49%
22.02.2019;1198.4;1186.97;1198.4;1186.14;;0,82%
25.02.2019;1201.57;1200.37;1210.88;1195.12;;0,26%
26.02.2019;1193.07;1196.9;1196.9;1186.28;;-0,71%
27.02.2019;1191.01;1196.57;1199.77;1183.38;;-0,17%
28.02.2019;1188.28;1191.84;1192.34;1181.14;;-0,23%
01.03.2019;1187.35;1188.8;1194.47;1184.46;;-0,08%
04.03.2019;1185.83;1184.34;1190.28;1182.72;;-0,13%
05.03.2019;1180.15;1184.68;1185.65;1177.37;;-0,48%
06.03.2019;1191.51;1182.11;1193.91;1182.11;;0,96%
07.03.2019;1179.58;1189.81;1190.94;1177.53;;-1,00%
11.03.2019;1176.71;1176.03;1179.62;1173.05;;-0,24%
12.03.2019;1183.34;1179.2;1188.37;1178.78;;0,56%
13.03.2019;1189.14;1184.87;1189.14;1177.84;;0,49%
14.03.2019;1181.96;1189.58;1193.21;1179.67;;-0,60%
15.03.2019;1196.75;1182.78;1196.75;1182.78;;1,25%
18.03.2019;1213.35;1204.05;1218.35;1201.77;;1,39%
19.03.2019;1219.78;1216.26;1223.33;1214.4;;0,53%
20.03.2019;1226.26;1220.05;1227.33;1216.71;;0,53%
21.03.2019;1237.68;1235.79;1243.7;1234.02;;0,93%
22.03.2019;1213.4;1237;1240.14;1209.14;;-1,96%
25.03.2019;1228.34;1212.07;1229.93;1205.19;;1,23%
26.03.2019;1229.96;1228.32;1236.19;1223.8;;0,13%
27.03.2019;1207.23;1228.29;1229.43;1207.23;;-1,85%
28.03.2019;1207.31;1208.84;1212.64;1203.38;;0,01%
29.03.2019;1198.11;1209.75;1220.22;1194.92;;-0,76%
01.04.2019;1214.29;1199.31;1217.68;1199.31;;1,35%
02.04.2019;1216.2;1219.43;1222.34;1211.02;;0,16%
03.04.2019;1224.35;1220.99;1232.64;1220.99;;0,67%
04.04.2019;1219.94;1222;1224;1214.7;;-0,36%
05.04.2019;1225.84;1219.83;1229.31;1219.6;;0,48%
08.04.2019;1240.16;1225.74;1240.16;1225.74;;1,17%
09.04.2019;1248.38;1244.9;1252.88;1242.97;;0,66%
10.04.2019;1262.48;1248.22;1263.61;1245.1;;1,13%
11.04.2019;1245.17;1262.78;1266.08;1245.17;;-1,37%
12.04.2019;1253.44;1243.74;1260.49;1243.6;;0,66%
15.04.2019;1246.99;1255.43;1260.46;1242.77;;-0,51%
16.04.2019;1255.45;1248.56;1258.53;1244.73;;0,68%
17.04.2019;1265.51;1259.75;1269.86;1259.75;;0,80%
18.04.2019;1262.28;1266.51;1266.51;1254.28;;-0,26%
19.04.2019;1260.82;1262.73;1265.6;1259.28;;-0,12%
22.04.2019;1275.59;1262.64;1276.98;1262.64;;1,17%
23.04.2019;1277.71;1276.75;1284.91;1271.58;;0,17%
24.04.2019;1263.97;1279.71;1279.79;1257.94;;-1,08%
25.04.2019;1245.98;1262.49;1263.2;1244.8;;-1,42%
26.04.2019;1247.01;1247.64;1248.29;1239.97;;0,08%
29.04.2019;1254.96;1247.8;1255.55;1247.21;;0,64%
30.04.2019;1248.39;1255.83;1255.9;1244.86;;-0,52%
02.05.2019;1238.05;1247.09;1249.41;1236.94;;-0,83%
03.05.2019;1248.39;1239.21;1250.79;1239.21;;0,84%
06.05.2019;1245.59;1243.52;1245.59;1228.15;;-0,22%
07.05.2019;1237.86;1245.91;1247.95;1234.93;;-0,62%
08.05.2019;1233.05;1234.93;1239.86;1229.01;;-0,39%
10.05.2019;1213.79;1228.82;1229.69;1210.67;;-1,56%
13.05.2019;1207.57;1215.63;1221.53;1206.96;;-0,51%
14.05.2019;1241.51;1208;1243.96;1208;;2,81%
15.05.2019;1247.02;1246.28;1251.41;1239.02;;0,44%
16.05.2019;1261.33;1243.79;1266.63;1243.63;;1,15%
17.05.2019;1254.68;1255.98;1259.31;1252.02;;-0,53%
20.05.2019;1256.22;1255.83;1263.72;1252.29;;0,12%
21.05.2019;1279.12;1257.2;1281.12;1256.1;;1,82%
22.05.2019;1292.79;1281.02;1296.85;1276.2;;1,07%
23.05.2019;1275.42;1288.79;1288.79;1269.5;;-1,34%
24.05.2019;1279.11;1273.67;1290.8;1273.67;;0,29%
27.05.2019;1288.12;1280.01;1288.12;1279.12;;0,70%
28.05.2019;1271.15;1287.34;1289.61;1264.86;;-1,32%
29.05.2019;1275.92;1269.23;1277.77;1262.13;;0,38%
30.05.2019;1286.52;1282.56;1291.11;1280.69;;0,83%
31.05.2019;1287.09;1283.38;1288.31;1268.29;;0,04%
03.06.2019;1315.22;1280.99;1323.06;1273.62;;2,19%
04.06.2019;1307.55;1314.22;1321.39;1299.06;;-0,58%
05.06.2019;1303.35;1308.59;1314.29;1300.11;;-0,32%
06.06.2019;1319.85;1301.74;1321.23;1301.05;;1,27%
07.06.2019;1325.95;1323.75;1330.41;1320.48;;0,46%
10.06.2019;1335.71;1327.75;1337.63;1326.94;;0,74%
11.06.2019;1343.33;1321.82;1347.83;1321.67;;0,57%
13.06.2019;1346.98;1342.1;1346.98;1332.72;;0,27%
14.06.2019;1341.05;1345.14;1356.06;1341.05;;-0,44%
17.06.2019;1340.9;1339.5;1351.04;1336.32;;-0,01%
18.06.2019;1359.23;1338.3;1359.63;1334.56;;1,37%
19.06.2019;1361.14;1359.51;1366.49;1353.87;;0,14%
20.06.2019;1391.21;1362.52;1391.72;1362.52;;2,21%
21.06.2019;1375.02;1390.86;1391.03;1365.48;;-1,16%
24.06.2019;1387.06;1381.01;1389.52;1380.92;;0,88%
25.06.2019;1380.87;1389.96;1392.9;1373.15;;-0,45%
26.06.2019;1386.63;1380.58;1388.93;1376.89;;0,42%
27.06.2019;1388.07;1386.14;1396.19;1380.88;;0,10%
28.06.2019;1380.52;1387.33;1393.63;1380.06;;-0,54%
01.07.2019;1401.64;1383.57;1409.76;1383.57;;1,53%
02.07.2019;1398.26;1402.12;1405.4;1391.08;;-0,24%
03.07.2019;1401.52;1398.24;1402.45;1389.47;;0,23%
04.07.2019;1411.53;1404.6;1411.53;1399.22;;0,71%
05.07.2019;1398.75;1410.91;1412.97;1397.29;;-0,91%
08.07.2019;1399.55;1393.62;1399.55;1384.05;;0,06%
09.07.2019;1394.86;1395.92;1399.16;1390.7;;-0,34%
10.07.2019;1407.64;1392.56;1409.43;1386.15;;0,92%
11.07.2019;1398.88;1408.78;1413.82;1391.55;;-0,62%
12.07.2019;1387.87;1397.71;1398.55;1379.5;;-0,79%
15.07.2019;1386.52;1392.92;1396.67;1385.3;;-0,10%
16.07.2019;1382.09;1384.53;1385.18;1372.76;;-0,32%
17.07.2019;1361.58;1357.09;1367.04;1354.11;;-1,48%
18.07.2019;1349.76;1354.3;1359.43;1348.95;;-0,87%
19.07.2019;1350.69;1359.44;1365.88;1350.33;;0,07%
22.07.2019;1341.17;1349.12;1353.41;1341.17;;-0,70%
23.07.2019;1345.48;1341.54;1351.08;1338.94;;0,32%
24.07.2019;1339.62;1350.01;1351.31;1336.94;;-0,44%
25.07.2019;1346.91;1333.57;1362.3;1326.48;;0,54%
26.07.2019;1348.3;1343.71;1361.94;1342.53;;0,10%
29.07.2019;1353.61;1350.11;1355.58;1346.26;;0,39%
30.07.2019;1352.89;1355.91;1358.09;1349;;-0,05%
31.07.2019;1360.04;1358.07;1364.84;1352.68;;0,53%
01.08.2019;1346.4;1350.46;1352.72;1339.54;;-1,00%
02.08.2019;1293.19;1325.48;1325.48;1290.12;;-3,95%
05.08.2019;1282.29;1287.11;1295.01;1279.29;;-0,84%
06.08.2019;1294.5;1276.22;1300.77;1276.1;;0,95%
07.08.2019;1284.91;1294.94;1306.53;1280.42;;-0,74%
08.08.2019;1303.8;1298.77;1308.8;1298.77;;1,47%
09.08.2019;1289.47;1306.05;1307.73;1289.08;;-1,10%
12.08.2019;1294.12;1296.69;1302.04;1287.47;;0,36%
13.08.2019;1297.85;1294.95;1306.46;1277.68;;0,29%
14.08.2019;1259.68;1302.88;1304.47;1255.79;;-2,94%
15.08.2019;1250.13;1260.76;1268.73;1241.12;;-0,76%
16.08.2019;1239.81;1257.3;1261.09;1239.81;;-0,83%
19.08.2019;1247.53;1244.4;1253.34;1233.19;;0,62%
20.08.2019;1264.59;1248.39;1265.22;1245.85;;1,37%
21.08.2019;1280.19;1267.54;1281.8;1262.74;;1,23%
22.08.2019;1282.63;1280.98;1288.28;1276.17;;0,19%
23.08.2019;1268.45;1286.45;1288.49;1267.62;;-1,11%
26.08.2019;1268.25;1265.4;1276.24;1260.45;;-0,02%
27.08.2019;1258.6;1268.86;1269.98;1248.32;;-0,76%
28.08.2019;1266.71;1260.45;1267.41;1250.87;;0,64%
29.08.2019;1284.94;1264.18;1284.94;1261.97;;1,44%
30.08.2019;1293.32;1285.55;1297.68;1284.85;;0,65%
02.09.2019;1309.22;1293.9;1310.63;1292.86;;1,23%
03.09.2019;1303.49;1306.76;1307.28;1297.74;;-0,44%
04.09.2019;1330.77;1315.1;1332.73;1315.1;;2,09%
05.09.2019;1337.92;1332.36;1344.75;1332.36;;0,54%
06.09.2019;1340.52;1334.57;1342.5;1328.02;;0,19%
09.09.2019;1340.14;1343.16;1349.9;1336.73;;-0,03%
10.09.2019;1343.95;1338.65;1343.95;1330.38;;0,28%
11.09.2019;1354.68;1342.55;1358.67;1339.11;;0,80%
12.09.2019;1361.05;1354.56;1364.76;1349.59;;0,47%
13.09.2019;1368.93;1360.97;1370.77;1359.46;;0,58%
16.09.2019;1396.09;1376.21;1396.25;1375.57;;1,98%
17.09.2019;1381.5;1393.3;1399.36;1374.4;;-1,05%
18.09.2019;1382.16;1379.67;1382.47;1375.2;;0,05%
19.09.2019;1378.06;1382.32;1386.99;1373.15;;-0,30%
20.09.2019;1377.38;1376.21;1379.41;1368.43;;-0,05%
23.09.2019;1373.49;1374.36;1375.32;1363.69;;-0,28%
24.09.2019;1358.8;1374.41;1379.42;1355.88;;-1,07%
25.09.2019;1354.01;1353.39;1354.01;1340.19;;-0,35%
26.09.2019;1359.59;1353.18;1363.2;1350.05;;0,41%
27.09.2019;1347.72;1360.21;1360.58;1347.69;;-0,87%
30.09.2019;1333.91;1344.13;1348.02;1331.95;;-1,02%
01.10.2019;1329.37;1335.64;1346.7;1328.84;;-0,34%
02.10.2019;1313.75;1330.69;1331.5;1311.03;;-1,17%
03.10.2019;1307.01;1313.97;1317.66;1300.45;;-0,51%
04.10.2019;1311.65;1309.73;1319.88;1309.15;;0,36%
07.10.2019;1320.25;1313.9;1322.26;1305.05;;0,66%
08.10.2019;1306.39;1319.14;1324.76;1303.64;;-1,05%
09.10.2019;1317.48;1306.81;1321.83;1306.26;;0,85%
10.10.2019;1330.92;1315.34;1330.92;1310.39;;1,02%
11.10.2019;1329.63;1330.97;1341.7;1328.41;;-0,10%
14.10.2019;1321.13;1329.57;1332.28;1319.31;;-0,64%
15.10.2019;1331.03;1321.24;1331.78;1318.35;;0,75%
16.10.2019;1347.43;1330.57;1348.18;1329.73;;1,23%
17.10.2019;1353.49;1349.24;1356.29;1346.76;;0,45%
18.10.2019;1355.27;1350.05;1358.63;1349.15;;0,13%
21.10.2019;1365.14;1363.43;1369.06;1358.17;;0,73%
22.10.2019;1387.68;1367.67;1387.68;1366.73;;1,65%
23.10.2019;1392.47;1382.83;1392.47;1377.96;;0,35%
24.10.2019;1413.63;1390.68;1413.63;1390.54;;1,52%
25.10.2019;1421.2;1414.15;1423.14;1402.56;;0,54%
28.10.2019;1411.92;1420.31;1432.26;1408.97;;-0,65%
29.10.2019;1424.05;1412.45;1424.05;1405;;0,86%
30.10.2019;1431.9;1419.81;1437.01;1416.43;;0,55%
31.10.2019;1422.92;1439.21;1451.26;1417.49;;-0,63%
01.11.2019;1455.44;1422.26;1455.44;1419.91;;2,29%
05.11.2019;1460.5;1463.31;1473.74;1454.98;;0,35%
06.11.2019;1471.38;1463.46;1471.38;1453.03;;0,74%
07.11.2019;1487.03;1468.6;1487.82;1463.29;;1,06%
08.11.2019;1468.17;1486.56;1486.56;1457.39;;-1,27%
11.11.2019;1460.84;1464.32;1466.12;1455.79;;-0,50%
12.11.2019;1449.35;1461.37;1471.19;1447.83;;-0,79%
13.11.2019;1437.85;1443.19;1443.19;1430.91;;-0,79%
14.11.2019;1436.98;1438.67;1448.54;1425.44;;-0,06%
15.11.2019;1449.42;1440.29;1450.84;1435.54;;0,87%
18.11.2019;1443.02;1456.17;1461.2;1436.74;;-0,44%
19.11.2019;1451.64;1445.16;1456.01;1441.99;;0,60%
20.11.2019;1448.4;1449.08;1452.4;1433;;-0,22%
21.11.2019;1454.74;1449.8;1456.62;1445.01;;0,44%
22.11.2019;1455.42;1453.42;1468.4;1451.5;;0,05%
25.11.2019;1454.63;1456.72;1462.51;1450.92;;-0,05%
26.11.2019;1440.95;1455.84;1458.88;1437.89;;-0,94%
27.11.2019;1441.08;1444.41;1450.34;1437.92;;0,01%
28.11.2019;1439.18;1441.25;1442.47;1431.35;;-0,13%
29.11.2019;1438.45;1438.47;1441.02;1428.03;;-0,05%
02.12.2019;1432.81;1438.81;1448.98;1432.24;;-0,39%
03.12.2019;1414.06;1432.13;1435.81;1414.06;;-1,31%
04.12.2019;1430.03;1417.91;1433.56;1410.61;;1,13%
05.12.2019;1430.39;1430.44;1434.16;1421.35;;0,03%
06.12.2019;1448.34;1433.89;1448.65;1431.47;;1,25%
09.12.2019;1456.79;1448.82;1458.9;1445.55;;0,58%
10.12.2019;1454.23;1458.08;1460.92;1446.14;;-0,18%
11.12.2019;1463.15;1454.75;1466.7;1453.58;;0,61%
12.12.2019;1496.96;1476.9;1502.81;1476.33;;2,31%
13.12.2019;1501.42;1499.36;1515.14;1496.94;;0,30%
16.12.2019;1517.16;1504.04;1520.7;1502.79;;1,05%
17.12.2019;1520.6;1519.79;1521.77;1512.8;;0,23%
18.12.2019;1522.51;1520.18;1524.62;1511.66;;0,13%
19.12.2019;1519.49;1514.4;1526.48;1511.06;;-0,20%
20.12.2019;1523.77;1522.1;1530.86;1519.02;;0,28%
23.12.2019;1535;1522.85;1535;1522.04;;0,74%
24.12.2019;1540.46;1535.88;1541.87;1534.78;;0,36%
25.12.2019;1544.12;1541.59;1549.88;1541.31;;0,24%
26.12.2019;1534.85;1541.05;1546.5;1533.76;;-0,60%
27.12.2019;1549.4;1533.81;1552.73;1533.81;;0,95%
30.12.2019;1548.92;1549.59;1558.24;1545.3;;-0,03%
03.01.2020;1564.18;1554.72;1567.86;1553.8;;0,99%
06.01.2020;1568.35;1560.36;1568.35;1549.52;;0,27%
08.01.2020;1589.08;1567.72;1590.21;1563.18;;1,32%
09.01.2020;1601.74;1597.24;1607.28;1590.77;;0,80%
10.01.2020;1614.69;1602.4;1614.69;1594.01;;0,81%
13.01.2020;1619.73;1612.38;1620.17;1608.53;;0,31%
14.01.2020;1604.96;1622.41;1625.61;1602.03;;-0,91%
15.01.2020;1602.29;1604.03;1615.64;1588.73;;-0,17%
16.01.2020;1612.72;1608.93;1618.1;1608.64;;0,65%
17.01.2020;1637.75;1615.15;1641.82;1614.9;;1,55%
20.01.2020;1646.6;1640.5;1651.82;1640.39;;0,54%
21.01.2020;1634.32;1644.18;1644.18;1622.58;;-0,75%
22.01.2020;1612.87;1635.64;1643.19;1612.87;;-1,31%
23.01.2020;1596.11;1611.12;1614.98;1593.81;;-1,04%
24.01.2020;1599.82;1601.66;1614.68;1597.16;;0,23%
27.01.2020;1541.9;1584.97;1584.97;1541.9;;-3,62%
28.01.2020;1572.23;1549.47;1572.73;1531.6;;1,97%
29.01.2020;1570.65;1581.07;1584.26;1563.89;;-0,10%
30.01.2020;1544.55;1565.6;1565.78;1544.55;;-1,66%
31.01.2020;1517.07;1559.98;1568.82;1517.07;;-1,78%
03.02.2020;1521.16;1509.2;1530.86;1507.3;;0,27%
04.02.2020;1547.19;1523.91;1550.22;1523.84;;1,71%
05.02.2020;1560.48;1550.18;1579.6;1538.23;;0,86%
06.02.2020;1539.42;1569.33;1579.09;1533.83;;-1,35%
07.02.2020;1518.23;1542.11;1547.97;1506.25;;-1,38%
10.02.2020;1503.95;1517.68;1530.04;1495.2;;-0,94%
11.02.2020;1539.56;1509.16;1548.27;1509.16;;2,37%
12.02.2020;1557.44;1542.81;1557.93;1541.14;;1,16%
13.02.2020;1543.5;1553.32;1554.2;1530.79;;-0,90%
14.02.2020;1534.89;1541.28;1550.12;1528.22;;-0,56%
17.02.2020;1543.25;1535.16;1546.87;1535.16;;0,54%
18.02.2020;1515.54;1540.6;1540.95;1510.82;;-1,80%
19.02.2020;1542.08;1525.01;1544.62;1525.01;;1,75%
20.02.2020;1535.81;1546.35;1552.04;1535.81;;-0,41%
21.02.2020;1524.71;1525.88;1531.62;1515.45;;-0,72%
25.02.2020;1446.11;1504.06;1506.85;1445.76;;-5,16%
26.02.2020;1461.22;1442.87;1464.34;1419.26;;1,04%
27.02.2020;1386.2;1438.28;1444.05;1381.02;;-5,13%
28.02.2020;1299.69;1359.93;1362.43;1279.74;;-6,24%
02.03.2020;1303.47;1332.74;1368.63;1275.17;;0,29%
03.03.2020;1358.03;1336.1;1360.28;1320.51;;4,19%
04.03.2020;1348.19;1336.3;1364.55;1326.9;;-0,72%
05.03.2020;1323.82;1356;1363.73;1319.15;;-1,81%
06.03.2020;1257.96;1291.47;1300.61;1238.53;;-4,97%
10.03.2020;1094.18;1149.81;1182.08;1055.31;;-13,02%
11.03.2020;1086.18;1117.85;1130.62;1076.54;;-0,73%
12.03.2020;966.4;1042.2;1042.2;953.64;;-11,03%
13.03.2020;991.69;958.29;1055.49;957.19;;2,62%
16.03.2020;966.93;996.53;998.33;910.66;;-2,50%
17.03.2020;934.66;955.12;985.24;909.92;;-3,34%
18.03.2020;832.26;915.71;915.74;827.52;;-10,96%
19.03.2020;902.63;831.46;908.75;808.79;;8,46%
20.03.2020;924.22;926.19;980.21;913.69;;2,39%
23.03.2020;883.78;889.95;916.92;860.74;;-4,38%
24.03.2020;965.32;929.89;978.23;929.89;;9,23%
25.03.2020;981.69;989.49;1027.62;943.02;;1,70%
26.03.2020;1017.03;986.43;1022.02;959.31;;3,60%
27.03.2020;955.34;1013.15;1015.89;945.28;;-6,07%
30.03.2020;958.54;950.2;962.6;926.8;;0,33%
31.03.2020;1014.44;979.27;1014.51;979.27;;5,83%
01.04.2020;987.75;990.15;995.18;977.48;;-2,63%
02.04.2020;1034.06;1011.8;1038.2;983.63;;4,69%
03.04.2020;1049.88;1038.92;1070.42;1030.64;;1,53%
06.04.2020;1083.43;1069.66;1090.81;1059.31;;3,20%
07.04.2020;1099.76;1097.82;1122.88;1087.08;;1,51%
08.04.2020;1114.6;1091.53;1114.6;1083.5;;1,35%
09.04.2020;1155.49;1132.27;1170.27;1119.82;;3,67%
10.04.2020;1142.07;1136.22;1148.6;1127.84;;-1,16%
13.04.2020;1124.97;1142.9;1148.58;1118.87;;-1,50%
14.04.2020;1133.23;1133.95;1151.65;1127.19;;0,73%
15.04.2020;1046.88;1129.49;1129.49;1045.13;;-7,62%
16.04.2020;1066.91;1057.13;1087.8;1036.95;;1,91%
17.04.2020;1078.69;1083.27;1092.54;1068.93;;1,10%
20.04.2020;1068.32;1075.22;1079.75;1055.71;;-0,96%
21.04.2020;1012.15;1037.69;1037.89;991.49;;-5,26%
22.04.2020;1066.01;1011.38;1071.8;1006.96;;5,32%
23.04.2020;1099.67;1079.15;1110.4;1071.34;;3,16%
24.04.2020;1081.32;1090.46;1103.77;1074.06;;-1,67%
27.04.2020;1083.68;1086.06;1099.38;1081.49;;0,22%
28.04.2020;1109.6;1085.86;1125.88;1081.09;;2,39%
29.04.2020;1144.64;1117.72;1147.97;1113.89;;3,16%
30.04.2020;1125.03;1157.93;1169.88;1121.78;;-1,71%
04.05.2020;1099.42;1111.28;1111.28;1080.63;;-2,28%
05.05.2020;1133.16;1117;1135.4;1115.99;;3,07%
06.05.2020;1111.43;1135.74;1139.51;1106.06;;-1,92%
07.05.2020;1126.48;1112.34;1138.22;1111.73;;1,35%
08.05.2020;1136.34;1125.66;1140.01;1116.25;;0,88%
12.05.2020;1137.28;1130.71;1143.65;1123.16;;0,08%
13.05.2020;1110.37;1124.29;1132.75;1110.37;;-2,37%
14.05.2020;1102.98;1106.25;1113.94;1086.36;;-0,67%
15.05.2020;1107.49;1121.47;1134.34;1107.49;;0,41%
18.05.2020;1167.88;1122.71;1167.95;1122.71;;5,45%
19.05.2020;1177.24;1171.43;1183.77;1168.04;;0,80%
20.05.2020;1225.47;1176.02;1225.47;1173.7;;4,10%
21.05.2020;1206.28;1226.09;1243.27;1196.21;;-1,57%
22.05.2020;1188.47;1194.86;1198.26;1174.86;;-1,48%
25.05.2020;1213.41;1195.96;1213.41;1195.96;;2,10%
26.05.2020;1224.99;1220.59;1243.96;1220.45;;0,95%
27.05.2020;1212.2;1222.91;1234.83;1197.78;;-1,04%
28.05.2020;1241.77;1219.22;1241.77;1211.85;;2,44%
29.05.2020;1219.76;1236.36;1236.36;1210.07;;-1,77%
01.06.2020;1247.61;1240.08;1253.91;1233.73;;2,28%
02.06.2020;1277.85;1258.1;1283.85;1255.75;;2,42%
03.06.2020;1301.88;1290.27;1301.88;1277.15;;1,88%
04.06.2020;1257.31;1295.23;1296.34;1252.14;;-3,42%
05.06.2020;1285.78;1266.42;1291;1265.26;;2,26%
08.06.2020;1288.71;1287.32;1306.27;1278.75;;0,23%
09.06.2020;1284.31;1295.42;1299.59;1263.75;;-0,34%
10.06.2020;1277.58;1284.27;1288.07;1266.02;;-0,52%
11.06.2020;1238.11;1267.99;1267.99;1237.02;;-3,09%
15.06.2020;1221.6;1214.13;1223.09;1196.47;;-1,33%
16.06.2020;1242.72;1243.48;1264.12;1236.12;;1,73%
17.06.2020;1237.93;1247.75;1257.91;1233.65;;-0,39%
18.06.2020;1230.71;1235.27;1242.95;1221.2;;-0,58%
19.06.2020;1249.67;1234.88;1259.86;1234.88;;1,54%
22.06.2020;1256.77;1249.47;1258.5;1235.16;;0,57%
23.06.2020;1281.18;1264.34;1282.95;1263.77;;1,94%
25.06.2020;1257.18;1258.02;1262.33;1242.32;;-1,87%
