"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"19.11.2013","22,490","21,830","22,740","20,980","","2,98%"
"20.11.2013","22,770","22,480","22,980","22,280","","1,25%"
"21.11.2013","21,890","22,750","23,000","21,770","","-3,86%"
"22.11.2013","21,850","21,860","22,220","21,160","","-0,18%"
"25.11.2013","21,640","21,850","22,510","21,570","","-0,96%"
"26.11.2013","21,870","21,580","22,390","21,110","","1,06%"
"27.11.2013","23,410","21,860","23,410","21,170","","7,04%"
"28.11.2013","23,490","23,390","24,150","22,720","","0,34%"
"29.11.2013","23,800","23,500","24,430","23,070","","1,32%"
"02.12.2013","24,590","23,830","24,900","22,730","","3,32%"
"03.12.2013","25,240","24,590","26,490","24,100","","2,64%"
"04.12.2013","25,900","25,250","26,080","24,300","","2,61%"
"05.12.2013","26,150","25,890","26,260","24,260","","0,97%"
"06.12.2013","24,360","26,070","26,160","23,930","","-6,85%"
"09.12.2013","23,850","24,350","25,820","23,010","","-2,09%"
"10.12.2013","24,090","23,650","24,670","22,930","","1,01%"
"11.12.2013","23,560","24,090","24,790","22,500","","-2,20%"
"12.12.2013","23,450","23,610","25,950","23,100","","-0,47%"
"13.12.2013","22,640","23,450","24,840","22,000","","-3,45%"
"16.12.2013","22,430","22,640","24,250","22,060","","-0,93%"
"17.12.2013","19,990","22,420","22,550","19,720","","-10,88%"
"18.12.2013","20,800","19,990","21,070","19,870","","4,05%"
"19.12.2013","19,470","20,820","22,480","19,280","","-6,39%"
"20.12.2013","18,040","19,500","19,520","17,450","","-7,34%"
"23.12.2013","18,360","17,930","19,290","17,500","","1,77%"
"24.12.2013","17,750","18,360","18,890","17,330","","-3,32%"
"25.12.2013","18,940","17,700","19,370","17,610","","6,70%"
"26.12.2013","19,600","18,940","20,600","18,760","","3,48%"
"27.12.2013","19,360","19,600","20,580","18,970","","-1,22%"
"30.12.2013","20,480","19,360","21,310","19,220","","5,79%"
"06.01.2014","22,700","20,470","23,050","20,360","","10,84%"
"08.01.2014","19,400","22,690","22,960","18,790","","-14,54%"
"09.01.2014","18,850","19,530","23,190","18,510","","-2,84%"
"10.01.2014","20,560","18,830","20,580","17,180","","9,07%"
"13.01.2014","20,070","20,420","21,160","19,020","","-2,38%"
"14.01.2014","21,200","20,070","21,490","18,650","","5,63%"
"15.01.2014","21,140","21,220","21,460","20,160","","-0,28%"
"16.01.2014","20,360","21,200","21,420","19,670","","-3,69%"
"17.01.2014","20,340","20,360","20,850","19,620","","-0,10%"
"20.01.2014","20,980","20,310","21,660","19,810","","3,15%"
"21.01.2014","21,140","20,990","21,580","20,730","","0,76%"
"22.01.2014","20,490","21,140","21,280","20,200","","-3,07%"
"23.01.2014","20,240","20,480","21,230","20,170","","-1,22%"
"24.01.2014","22,000","20,180","22,090","20,120","","8,70%"
"27.01.2014","24,240","22,040","24,490","21,840","","10,18%"
"28.01.2014","24,330","24,260","24,710","23,480","","0,37%"
"29.01.2014","28,160","24,330","28,730","24,040","","15,74%"
"30.01.2014","25,200","28,160","29,040","25,110","","-10,51%"
"31.01.2014","27,480","25,260","27,590","24,430","","9,05%"
"03.02.2014","28,550","27,470","29,080","25,790","","3,89%"
"04.02.2014","27,740","28,530","29,840","26,870","","-2,84%"
"05.02.2014","25,590","27,760","28,080","25,380","","-7,75%"
"06.02.2014","25,010","25,580","26,770","24,480","","-2,27%"
"07.02.2014","25,030","25,020","25,400","24,460","","0,08%"
"10.02.2014","25,470","25,040","26,090","24,460","","1,76%"
"11.02.2014","25,200","25,430","25,800","24,370","","-1,06%"
"12.02.2014","25,030","25,220","25,920","24,490","","-0,67%"
"13.02.2014","25,230","25,030","25,530","24,600","","0,80%"
"14.02.2014","26,010","25,210","26,420","24,630","","3,09%"
"17.02.2014","26,800","25,990","26,860","25,500","","3,04%"
"18.02.2014","26,290","26,770","27,070","26,180","","-1,90%"
"19.02.2014","26,120","26,290","26,350","25,360","","-0,65%"
"20.02.2014","27,410","26,120","27,690","26,120","","4,94%"
"21.02.2014","25,970","27,420","27,490","25,750","","-5,25%"
"24.02.2014","25,640","25,950","26,620","25,220","","-1,27%"
"25.02.2014","26,540","25,630","27,100","25,030","","3,51%"
"26.02.2014","25,840","26,550","26,800","25,410","","-2,64%"
"27.02.2014","27,690","25,810","28,050","25,050","","7,16%"
"28.02.2014","28,380","27,700","29,350","26,820","","2,49%"
"03.03.2014","57,180","28,350","60,670","27,880","","101,48%"
"04.03.2014","51,050","57,240","63,360","50,450","","-10,72%"
"05.03.2014","43,630","51,040","51,100","43,630","","-14,53%"
"06.03.2014","49,260","43,640","52,560","42,360","","12,90%"
"07.03.2014","49,770","49,260","51,740","48,990","","1,04%"
"11.03.2014","51,250","49,790","56,280","44,290","","2,97%"
"12.03.2014","47,160","53,590","55,860","42,700","","-7,98%"
"13.03.2014","54,320","48,470","54,320","45,020","","15,18%"
"14.03.2014","60,590","55,400","70,630","54,550","","11,54%"
"17.03.2014","57,700","59,880","69,370","57,430","","-4,77%"
"18.03.2014","49,460","58,330","58,870","48,960","","-14,28%"
"19.03.2014","48,280","49,190","50,140","45,870","","-2,39%"
"20.03.2014","51,060","49,830","53,300","47,900","","5,76%"
"21.03.2014","50,630","50,570","60,360","50,410","","-0,84%"
"24.03.2014","52,730","50,220","52,870","48,260","","4,15%"
"25.03.2014","49,290","52,590","53,420","48,480","","-6,52%"
"26.03.2014","43,040","48,510","48,730","42,100","","-12,68%"
"27.03.2014","41,200","40,320","42,510","39,850","","-4,28%"
"28.03.2014","39,230","40,140","41,140","38,180","","-4,78%"
"31.03.2014","38,840","39,710","41,480","37,530","","-0,99%"
"01.04.2014","37,520","38,970","40,720","36,870","","-3,40%"
"02.04.2014","39,470","38,710","39,940","37,870","","5,20%"
"03.04.2014","37,500","39,200","39,660","37,420","","-4,99%"
"04.04.2014","35,020","36,680","37,720","33,720","","-6,61%"
"07.04.2014","41,040","33,930","41,910","33,480","","17,19%"
"08.04.2014","37,790","40,600","41,070","37,290","","-7,92%"
"09.04.2014","39,960","36,950","41,120","36,940","","5,74%"
"10.04.2014","36,690","39,920","41,250","36,630","","-8,18%"
"11.04.2014","38,130","37,030","39,990","36,500","","3,92%"
"14.04.2014","41,990","37,600","43,560","36,490","","10,12%"
"15.04.2014","45,090","41,640","45,480","40,970","","7,38%"
"16.04.2014","40,980","45,290","46,440","40,150","","-9,12%"
"17.04.2014","37,420","40,990","41,660","37,130","","-8,69%"
"18.04.2014","34,410","37,010","37,670","32,880","","-8,04%"
"21.04.2014","37,510","34,520","37,600","34,140","","9,01%"
"22.04.2014","37,310","37,390","39,340","36,710","","-0,53%"
"23.04.2014","38,460","37,540","38,600","37,260","","3,08%"
"24.04.2014","44,690","37,780","44,850","37,510","","16,20%"
"25.04.2014","45,680","44,990","48,550","43,820","","2,22%"
"28.04.2014","42,680","45,810","49,110","42,500","","-6,57%"
"29.04.2014","40,830","42,990","43,440","38,820","","-4,33%"
"30.04.2014","41,350","41,040","43,870","37,970","","1,27%"
"02.05.2014","42,350","41,100","43,720","40,790","","2,42%"
"05.05.2014","43,250","42,420","43,910","42,260","","2,13%"
"06.05.2014","39,500","43,260","43,780","39,270","","-8,67%"
"07.05.2014","35,360","39,610","40,240","33,840","","-10,48%"
"08.05.2014","35,800","35,260","42,390","34,100","","1,24%"
"12.05.2014","35,330","36,370","38,570","33,490","","-1,31%"
"13.05.2014","31,710","35,690","36,190","31,110","","-10,25%"
"14.05.2014","30,500","32,190","32,390","30,250","","-3,82%"
"15.05.2014","29,040","30,770","31,120","28,260","","-4,79%"
"16.05.2014","29,230","28,400","30,330","28,020","","0,65%"
"19.05.2014","28,940","29,000","31,790","28,240","","-0,99%"
"20.05.2014","28,330","28,710","30,420","27,850","","-2,11%"
"21.05.2014","29,550","28,520","29,650","28,440","","4,31%"
"22.05.2014","28,770","29,220","30,000","28,610","","-2,64%"
"23.05.2014","28,350","28,620","29,640","27,980","","-1,46%"
"26.05.2014","27,870","28,490","29,950","27,160","","-1,69%"
"27.05.2014","28,980","27,950","29,780","27,700","","3,98%"
"28.05.2014","28,560","28,900","29,840","28,210","","-1,45%"
"29.05.2014","28,510","28,360","29,160","27,590","","-0,18%"
"30.05.2014","27,810","28,390","28,820","27,520","","-2,46%"
"02.06.2014","26,970","28,100","30,530","26,180","","-3,02%"
"03.06.2014","26,960","26,840","28,710","26,680","","-0,04%"
"04.06.2014","26,780","26,940","28,480","26,500","","-0,67%"
"05.06.2014","26,860","26,560","27,220","25,850","","0,30%"
"06.06.2014","28,160","26,780","28,230","26,470","","4,84%"
"09.06.2014","26,820","26,670","29,300","24,620","","-4,76%"
"10.06.2014","27,490","28,950","30,380","27,050","","2,50%"
"11.06.2014","27,150","27,380","28,050","26,470","","-1,24%"
"13.06.2014","28,320","28,020","29,950","27,430","","4,31%"
"16.06.2014","29,530","28,080","30,650","28,070","","4,27%"
"17.06.2014","27,550","29,660","29,780","27,110","","-6,71%"
"18.06.2014","27,300","27,030","28,300","26,700","","-0,91%"
"19.06.2014","26,260","27,860","28,340","25,550","","-3,81%"
"20.06.2014","27,750","26,980","28,480","26,940","","5,67%"
"23.06.2014","26,970","27,610","28,490","26,400","","-2,81%"
"24.06.2014","25,970","26,620","27,650","25,770","","-3,71%"
"25.06.2014","29,050","25,720","29,140","25,370","","11,86%"
"26.06.2014","28,730","27,550","29,530","26,940","","-1,10%"
"27.06.2014","28,800","29,070","29,600","27,860","","0,24%"
"30.06.2014","30,310","28,120","30,640","27,780","","5,24%"
"01.07.2014","29,190","31,100","31,950","29,190","","-3,70%"
"02.07.2014","29,230","28,890","29,680","27,140","","0,14%"
"03.07.2014","27,290","28,370","29,950","27,010","","-6,64%"
"04.07.2014","30,460","28,370","30,460","27,170","","11,62%"
"07.07.2014","28,970","28,590","30,420","26,890","","-4,89%"
"08.07.2014","29,250","29,120","30,110","25,650","","0,97%"
"09.07.2014","28,170","28,490","30,340","26,950","","-3,69%"
"10.07.2014","28,860","28,440","31,300","27,660","","2,45%"
"11.07.2014","29,470","28,180","31,310","28,030","","2,11%"
"14.07.2014","29,700","29,180","31,050","28,290","","0,78%"
"15.07.2014","28,890","29,480","30,690","28,220","","-2,73%"
"16.07.2014","28,200","29,000","29,660","27,610","","-2,39%"
"17.07.2014","29,960","27,950","31,220","27,680","","6,24%"
"18.07.2014","32,060","29,990","35,190","29,270","","7,01%"
"21.07.2014","35,010","31,910","35,180","31,740","","9,20%"
"22.07.2014","33,520","35,450","35,980","32,580","","-4,26%"
"23.07.2014","33,700","33,550","34,860","31,560","","0,54%"
"24.07.2014","34,980","33,740","35,840","33,650","","3,80%"
"25.07.2014","35,110","35,040","35,680","31,870","","0,37%"
"28.07.2014","37,810","37,110","38,310","35,420","","7,69%"
"29.07.2014","37,310","38,140","38,280","36,440","","-1,32%"
"30.07.2014","35,770","37,390","38,530","34,100","","-4,13%"
"31.07.2014","35,830","35,920","36,150","33,970","","0,17%"
"01.08.2014","36,430","36,570","37,770","35,960","","1,67%"
"04.08.2014","36,610","36,450","36,860","34,720","","0,49%"
"05.08.2014","36,620","36,480","37,120","35,370","","0,03%"
"06.08.2014","38,240","36,480","39,210","36,200","","4,42%"
"07.08.2014","38,870","38,140","39,370","37,850","","1,65%"
"08.08.2014","38,440","40,950","41,620","37,120","","-1,11%"
"11.08.2014","36,640","39,090","39,400","35,260","","-4,68%"
"12.08.2014","36,750","37,270","38,200","36,640","","0,30%"
"13.08.2014","34,930","36,520","37,650","34,100","","-4,95%"
"14.08.2014","32,510","34,880","35,350","32,370","","-6,93%"
"15.08.2014","31,620","32,350","33,660","31,160","","-2,74%"
"18.08.2014","32,060","30,750","34,740","30,690","","1,39%"
"19.08.2014","32,080","31,870","32,790","31,430","","0,06%"
"20.08.2014","32,740","32,170","33,190","31,840","","2,06%"
"21.08.2014","30,770","32,580","32,950","30,460","","-6,02%"
"22.08.2014","32,190","30,680","32,690","29,980","","4,61%"
"25.08.2014","31,890","32,530","33,000","31,710","","-0,93%"
"26.08.2014","32,380","31,570","32,740","31,450","","1,54%"
"27.08.2014","31,820","32,270","32,440","31,100","","-1,73%"
"28.08.2014","33,830","31,850","34,600","31,670","","6,32%"
"29.08.2014","35,020","33,650","35,180","33,160","","3,52%"
"01.09.2014","36,050","34,710","36,870","34,680","","2,94%"
"02.09.2014","36,210","36,020","36,890","35,870","","0,44%"
"03.09.2014","32,130","35,880","36,240","31,880","","-11,27%"
"04.09.2014","32,520","31,970","33,440","31,640","","1,21%"
"05.09.2014","32,400","32,500","33,390","30,750","","-0,37%"
"08.09.2014","31,500","32,430","34,700","30,920","","-2,78%"
"09.09.2014","30,630","32,080","33,460","29,730","","-2,76%"
"10.09.2014","32,240","31,070","32,620","30,840","","5,26%"
"11.09.2014","32,260","32,370","33,750","31,580","","0,06%"
"12.09.2014","34,030","34,860","35,630","32,060","","5,49%"
"15.09.2014","30,710","33,950","34,870","30,200","","-9,76%"
"16.09.2014","30,220","30,910","31,000","29,340","","-1,60%"
"17.09.2014","30,760","30,510","31,580","28,510","","1,79%"
"18.09.2014","31,630","31,100","32,160","30,680","","2,83%"
"19.09.2014","31,910","31,630","33,510","29,510","","0,89%"
"22.09.2014","32,540","31,980","33,720","31,820","","1,97%"
"23.09.2014","31,340","31,740","32,610","31,280","","-3,69%"
"24.09.2014","28,850","30,650","32,330","28,250","","-7,95%"
"25.09.2014","30,290","28,800","30,460","28,340","","4,99%"
"26.09.2014","31,000","30,390","31,810","29,720","","2,34%"
"29.09.2014","31,640","31,070","36,070","29,430","","2,06%"
"30.09.2014","31,400","30,980","32,270","29,760","","-0,76%"
"01.10.2014","32,620","30,980","33,140","30,720","","3,89%"
"02.10.2014","31,840","32,000","34,710","31,550","","-2,39%"
"03.10.2014","31,740","31,950","33,470","30,680","","-0,31%"
"06.10.2014","31,670","31,300","34,960","30,890","","-0,22%"
"07.10.2014","32,030","32,020","32,790","31,130","","1,14%"
"08.10.2014","31,880","31,870","33,410","30,430","","-0,47%"
"09.10.2014","30,640","32,070","33,060","29,510","","-3,89%"
"10.10.2014","33,630","30,010","37,090","29,890","","9,76%"
"13.10.2014","31,570","33,380","35,160","30,470","","-6,13%"
"14.10.2014","32,910","31,360","33,320","30,310","","4,24%"
"15.10.2014","33,170","32,340","34,850","31,290","","0,79%"
"16.10.2014","33,870","33,350","35,120","31,170","","2,11%"
"17.10.2014","33,040","34,070","35,400","32,840","","-2,45%"
"20.10.2014","34,420","33,330","35,160","31,170","","4,18%"
"21.10.2014","33,250","34,710","35,280","33,040","","-3,40%"
"22.10.2014","33,750","33,140","34,560","32,490","","1,50%"
"23.10.2014","33,710","33,710","35,320","33,090","","-0,12%"
"24.10.2014","34,590","34,120","34,760","33,560","","2,61%"
"27.10.2014","34,150","34,510","35,150","33,410","","-1,27%"
"28.10.2014","35,850","34,240","36,070","34,130","","4,98%"
"29.10.2014","35,430","35,850","36,220","35,080","","-1,17%"
"30.10.2014","32,610","35,610","36,090","31,510","","-7,96%"
"31.10.2014","31,910","33,660","34,890","31,820","","-2,15%"
"03.11.2014","32,710","31,830","33,480","31,520","","2,51%"
"05.11.2014","35,710","33,040","36,010","32,850","","9,17%"
"06.11.2014","40,910","35,890","41,410","35,250","","14,56%"
"07.11.2014","40,700","41,100","42,520","37,920","","-0,51%"
"10.11.2014","37,990","37,400","39,780","35,310","","-6,66%"
"11.11.2014","39,550","41,380","42,440","39,250","","4,11%"
"12.11.2014","38,130","38,770","40,250","37,750","","-3,59%"
"13.11.2014","40,890","38,600","41,690","37,160","","7,24%"
"14.11.2014","38,030","41,050","42,150","37,500","","-6,99%"
"17.11.2014","38,560","38,300","40,680","37,210","","1,39%"
"18.11.2014","36,750","38,820","38,830","35,460","","-4,69%"
"19.11.2014","36,870","36,740","37,950","36,120","","0,33%"
"20.11.2014","35,350","36,940","37,020","35,150","","-4,12%"
"21.11.2014","34,240","35,500","35,890","33,740","","-3,14%"
"24.11.2014","32,720","33,890","34,480","31,430","","-4,44%"
"25.11.2014","34,320","31,930","34,680","31,930","","4,89%"
"26.11.2014","35,440","33,970","36,060","33,790","","3,26%"
"27.11.2014","37,470","35,610","38,260","34,930","","5,73%"
"28.11.2014","37,620","37,430","39,300","35,820","","0,40%"
"01.12.2014","43,000","37,720","43,680","37,110","","14,30%"
"02.12.2014","43,100","43,640","44,140","41,000","","0,23%"
"03.12.2014","42,210","43,850","44,900","40,550","","-2,06%"
"04.12.2014","42,350","41,830","44,120","39,760","","0,33%"
"05.12.2014","43,490","42,280","45,520","41,090","","2,69%"
"08.12.2014","44,190","37,680","45,920","36,450","","1,61%"
"09.12.2014","55,490","46,550","60,560","45,870","","25,57%"
"10.12.2014","49,230","52,330","53,790","45,250","","-11,28%"
"11.12.2014","49,860","50,680","54,150","48,230","","1,28%"
"12.12.2014","56,500","49,610","57,110","49,420","","13,32%"
"15.12.2014","74,540","55,920","75,160","55,840","","31,93%"
"16.12.2014","112,080","72,570","121,410","68,950","","50,36%"
"17.12.2014","96,770","107,110","115,140","84,250","","-13,66%"
"18.12.2014","82,970","96,210","97,590","80,550","","-14,26%"
"19.12.2014","74,730","83,620","90,280","74,310","","-9,93%"
"22.12.2014","60,990","73,450","73,690","57,080","","-18,39%"
"23.12.2014","59,830","57,990","66,020","57,640","","-1,90%"
"24.12.2014","64,730","61,740","65,030","61,740","","8,19%"
"25.12.2014","58,990","62,750","62,900","56,160","","-8,87%"
"26.12.2014","57,320","56,160","59,120","54,970","","-2,83%"
"29.12.2014","62,610","58,690","64,880","58,180","","9,23%"
"30.12.2014","66,200","61,060","69,940","61,000","","5,73%"
"05.01.2015","74,300","67,190","78,670","64,920","","12,24%"
"06.01.2015","72,640","72,580","77,120","71,930","","-2,23%"
"08.01.2015","68,130","67,010","76,220","62,720","","-6,21%"
"09.01.2015","67,230","64,180","73,260","61,370","","-1,32%"
"12.01.2015","67,290","68,010","73,690","65,690","","0,09%"
"13.01.2015","69,930","66,440","71,150","64,260","","3,92%"
"14.01.2015","69,560","70,010","74,830","68,720","","-0,53%"
"15.01.2015","65,470","69,750","72,200","65,290","","-5,88%"
"16.01.2015","59,790","65,670","66,100","59,650","","-8,68%"
"19.01.2015","59,920","60,380","63,550","57,720","","0,22%"
"20.01.2015","59,710","61,110","61,410","58,770","","-0,35%"
"21.01.2015","56,090","60,410","60,650","55,390","","-6,06%"
"22.01.2015","53,630","56,400","58,010","53,480","","-4,39%"
"23.01.2015","53,770","54,570","55,220","49,490","","0,26%"
"26.01.2015","61,960","53,430","62,260","52,870","","15,23%"
"27.01.2015","59,740","61,580","68,690","59,670","","-3,58%"
"28.01.2015","61,650","59,920","62,540","58,110","","3,20%"
"29.01.2015","60,370","62,000","63,230","60,340","","-2,08%"
"30.01.2015","63,370","61,230","64,560","60,320","","4,97%"
"02.02.2015","62,280","64,140","66,100","61,930","","-1,72%"
"03.02.2015","56,690","62,310","64,650","56,320","","-8,98%"
"04.02.2015","59,470","57,840","59,730","55,460","","4,90%"
"05.02.2015","58,110","58,410","62,170","55,240","","-2,29%"
"06.02.2015","56,190","58,070","59,970","54,540","","-3,30%"
"09.02.2015","54,360","52,080","60,150","45,320","","-3,26%"
"10.02.2015","58,010","53,350","60,690","53,250","","6,71%"
"11.02.2015","60,020","55,990","60,650","54,380","","3,46%"
"12.02.2015","60,380","64,210","66,940","54,540","","0,60%"
"13.02.2015","55,580","60,290","60,310","54,790","","-7,95%"
"16.02.2015","55,930","55,480","58,080","55,110","","0,63%"
"17.02.2015","54,160","55,740","56,240","52,820","","-3,16%"
"18.02.2015","53,160","55,560","56,070","52,900","","-1,85%"
"19.02.2015","54,590","52,600","54,910","52,460","","2,69%"
"20.02.2015","51,330","52,280","53,120","51,170","","-5,97%"
"24.02.2015","53,360","51,460","54,370","49,860","","3,95%"
"25.02.2015","52,270","53,140","53,870","52,170","","-2,04%"
"26.02.2015","50,960","51,080","51,520","49,730","","-2,51%"
"27.02.2015","49,600","51,380","51,500","48,940","","-2,67%"
"02.03.2015","51,390","50,320","53,480","50,310","","3,61%"
"03.03.2015","51,260","51,250","53,130","51,170","","-0,25%"
"04.03.2015","50,090","51,380","52,310","48,020","","-2,28%"
"05.03.2015","47,650","48,960","51,410","47,250","","-4,87%"
"06.03.2015","44,460","47,980","49,400","44,450","","-6,69%"
"10.03.2015","44,420","40,130","47,580","40,090","","-0,09%"
"11.03.2015","50,370","45,940","53,250","45,820","","13,39%"
"12.03.2015","50,200","51,160","54,260","49,520","","-0,34%"
"13.03.2015","51,090","49,400","53,470","48,520","","1,77%"
"16.03.2015","51,150","50,910","56,690","50,050","","0,12%"
"17.03.2015","44,960","51,020","51,290","43,410","","-12,10%"
"18.03.2015","42,960","44,790","47,140","42,600","","-4,45%"
"19.03.2015","42,050","42,920","46,100","41,940","","-2,12%"
"20.03.2015","42,800","42,240","43,210","41,180","","1,78%"
"23.03.2015","44,830","42,900","46,180","42,480","","4,74%"
"24.03.2015","44,030","44,450","45,570","42,650","","-1,78%"
"25.03.2015","42,640","41,950","42,810","40,100","","-3,16%"
"26.03.2015","43,080","41,650","43,480","39,600","","1,03%"
"27.03.2015","43,250","42,960","43,990","42,080","","0,39%"
"30.03.2015","43,980","43,680","45,700","43,040","","1,69%"
"31.03.2015","43,490","43,110","44,130","42,210","","-1,11%"
"01.04.2015","41,200","41,970","42,780","38,790","","-5,27%"
"02.04.2015","39,440","41,540","42,910","39,310","","-4,27%"
"03.04.2015","41,540","39,480","41,910","38,500","","5,32%"
"06.04.2015","40,360","38,610","45,620","37,890","","-2,84%"
"07.04.2015","40,670","39,900","41,920","38,670","","0,77%"
"08.04.2015","36,730","41,400","41,530","36,050","","-9,69%"
"09.04.2015","39,160","35,830","39,990","35,800","","6,62%"
"10.04.2015","38,430","39,390","41,220","34,650","","-1,86%"
"13.04.2015","40,100","38,230","41,260","37,880","","4,35%"
"14.04.2015","40,210","40,390","41,160","38,910","","0,27%"
"15.04.2015","37,490","39,590","40,470","35,490","","-6,76%"
"16.04.2015","35,900","37,520","38,780","35,000","","-4,24%"
"17.04.2015","37,140","35,140","37,420","34,080","","3,45%"
"20.04.2015","38,370","36,950","39,660","35,110","","3,31%"
"21.04.2015","38,190","38,240","38,990","37,130","","-0,47%"
"22.04.2015","37,770","37,880","38,940","37,380","","-1,10%"
"23.04.2015","36,090","37,700","38,560","35,860","","-4,45%"
"24.04.2015","35,670","36,150","37,270","35,620","","-1,16%"
"27.04.2015","36,620","35,910","37,730","35,210","","2,66%"
"28.04.2015","35,770","36,590","38,880","35,770","","-2,32%"
"29.04.2015","35,610","35,880","37,490","35,420","","-0,45%"
"30.04.2015","35,600","35,880","38,620","35,080","","-0,03%"
"05.05.2015","35,750","35,410","37,800","34,250","","0,42%"
"06.05.2015","36,340","35,620","36,340","33,850","","1,65%"
"07.05.2015","36,100","36,510","37,790","35,540","","-0,66%"
"08.05.2015","35,340","34,850","35,800","32,580","","-2,11%"
"12.05.2015","37,230","40,200","41,170","37,230","","5,35%"
"13.05.2015","32,960","35,760","36,280","32,850","","-11,47%"
"14.05.2015","33,980","32,890","35,500","32,170","","3,09%"
"15.05.2015","30,770","34,120","34,400","30,490","","-9,45%"
"18.05.2015","31,920","30,860","32,410","30,340","","3,74%"
"19.05.2015","33,990","31,790","34,310","31,640","","6,48%"
"20.05.2015","34,360","33,920","35,340","33,410","","1,09%"
"21.05.2015","33,510","34,410","35,160","33,040","","-2,47%"
"22.05.2015","33,510","33,170","33,800","32,440","","0,00%"
"25.05.2015","33,710","33,460","34,510","32,470","","0,60%"
"26.05.2015","33,590","33,360","33,760","31,530","","-0,36%"
"27.05.2015","35,340","33,660","35,830","32,940","","5,21%"
"28.05.2015","36,200","35,730","36,640","35,270","","2,43%"
"29.05.2015","36,120","36,610","37,270","35,280","","-0,22%"
"01.06.2015","38,620","36,470","39,090","35,540","","6,92%"
"02.06.2015","38,340","39,410","40,220","38,010","","-0,73%"
"03.06.2015","39,660","37,970","39,890","36,880","","3,44%"
"04.06.2015","41,370","39,200","42,360","39,200","","4,31%"
"05.06.2015","42,380","41,340","43,520","41,160","","2,44%"
"08.06.2015","37,560","42,920","44,660","34,490","","-11,37%"
"09.06.2015","36,660","37,850","39,580","35,600","","-2,40%"
"10.06.2015","35,800","37,610","39,020","35,550","","-2,35%"
"11.06.2015","35,580","36,460","37,400","34,820","","-0,61%"
"15.06.2015","36,550","35,210","39,050","33,810","","2,73%"
"16.06.2015","36,510","36,490","38,660","34,500","","-0,11%"
"17.06.2015","35,230","36,500","36,900","34,760","","-3,51%"
"18.06.2015","35,400","35,360","36,000","34,270","","0,48%"
"19.06.2015","33,590","35,080","35,190","33,430","","-5,11%"
"22.06.2015","34,710","33,580","34,960","32,810","","3,33%"
"23.06.2015","34,050","34,110","34,660","32,680","","-1,90%"
"24.06.2015","32,670","33,290","34,370","31,650","","-4,05%"
"25.06.2015","32,620","32,020","33,070","31,430","","-0,15%"
"26.06.2015","32,510","32,680","34,190","32,340","","-0,34%"
"29.06.2015","35,590","32,640","36,990","31,750","","9,47%"
"30.06.2015","35,250","34,860","37,550","34,830","","-0,96%"
"01.07.2015","34,220","34,770","34,980","32,830","","-2,92%"
"02.07.2015","34,240","35,090","36,110","34,040","","0,06%"
"03.07.2015","35,550","34,010","36,040","33,650","","3,83%"
"06.07.2015","35,370","35,560","36,730","34,820","","-0,51%"
"07.07.2015","37,470","36,160","38,660","35,460","","5,94%"
"08.07.2015","40,250","38,380","40,830","34,740","","7,42%"
"09.07.2015","38,290","39,620","40,240","36,000","","-4,87%"
"10.07.2015","36,110","37,840","39,930","34,900","","-5,69%"
"13.07.2015","36,840","36,370","38,450","35,160","","2,02%"
"14.07.2015","36,010","37,060","38,210","35,570","","-2,25%"
"15.07.2015","32,490","35,530","35,830","32,320","","-9,78%"
"16.07.2015","28,510","32,690","34,300","28,380","","-12,25%"
"17.07.2015","28,700","28,580","29,880","27,930","","0,67%"
"20.07.2015","30,650","28,950","31,890","28,430","","6,79%"
"21.07.2015","29,680","31,000","31,130","29,110","","-3,16%"
"22.07.2015","28,390","29,880","30,250","28,330","","-4,35%"
"23.07.2015","28,450","28,720","29,130","27,200","","0,21%"
"24.07.2015","32,230","28,160","32,630","26,880","","13,29%"
"27.07.2015","34,330","32,570","34,670","31,740","","6,52%"
"28.07.2015","34,170","34,510","35,700","33,650","","-0,47%"
"29.07.2015","31,970","34,480","35,370","31,460","","-6,44%"
"30.07.2015","32,080","32,310","34,120","29,840","","0,34%"
"31.07.2015","32,960","31,790","34,900","31,620","","2,74%"
"03.08.2015","36,180","33,150","37,170","32,930","","9,77%"
"04.08.2015","36,420","36,100","39,580","35,560","","0,66%"
"05.08.2015","35,800","36,090","37,350","35,590","","-1,70%"
"06.08.2015","37,210","35,440","37,600","35,120","","3,94%"
"07.08.2015","34,860","37,340","37,450","34,300","","-6,32%"
"10.08.2015","35,740","34,690","38,180","32,290","","2,52%"
"11.08.2015","36,150","37,250","37,520","35,030","","1,15%"
"12.08.2015","35,180","35,550","39,930","35,090","","-2,68%"
"13.08.2015","35,610","35,510","36,800","34,900","","1,22%"
"14.08.2015","35,310","35,060","36,340","34,150","","-0,84%"
"17.08.2015","35,710","35,690","37,650","34,210","","1,13%"
"18.08.2015","37,160","35,680","38,690","35,480","","4,06%"
"19.08.2015","37,760","37,340","38,260","35,320","","1,61%"
"20.08.2015","37,940","37,720","39,220","37,070","","0,48%"
"21.08.2015","40,290","38,000","40,370","36,620","","6,19%"
"24.08.2015","47,740","40,540","51,690","40,050","","18,49%"
"25.08.2015","44,470","47,110","47,640","40,700","","-6,85%"
"26.08.2015","44,700","44,690","46,420","44,140","","0,52%"
"27.08.2015","42,060","45,130","45,560","39,460","","-5,91%"
